	0.0
greg	0.05656278575379322
asahi	0.456389892373129
buyid	0.03287739678253413
dish	0.023638288013086466
globe	0.0020498518950798545
catmull	0.08128589332263464
futurist	0.0025295460461483023
bettman	0.30417707089816715
publishers	0.0010578820253705097
lilli	0.2423313871830244
merleau	0.1673186980982423
giuseppe	0.029909666582764012
tuck	0.11449927223848524
fourier	0.006663090720315186
sorayama	0.022416339806693334
song	0.004798125466914591
greenblatt	0.02710716994345842
germans	0.0005798097372262339
southeast	0.04859950336637008
moerbeke	0.08380020427893284
herder	0.028451567237943443
money	0.00020455035242885103
sicilies	0.48855207985051047
assab	0.13183262633596193
tamoxifen	1.461784924259835
nuclear	0.001023716546699489
sarnoff	0.004315920425176185
newnham	0.02385428328373726
a1200i	0.14253686904168153
ussr	0.009719558422871862
netrek	0.4016883025077921
kazantzakis	0.30887144576850134
feenberg	0.031739202028761064
emily	0.31877012400574006
kirkland	0.15638469454630907
whorf	0.09256906684969232
yoav	0.30644888679477345
liang	0.09383634082127874
tuscan	0.39418999687898876
musical	0.022847223164307037
forbin	0.4753185652424808
kaufman	0.08145032095617599
novellas	0.155457392384022
su	0.11494315461758392
olson	0.06622027874861067
lennard	0.08828778764846199
velpeau	0.051007690882625405
mit	3.408503568071274e-05
alessandro	0.1721047770192883
formula	0.0017075373176479829
act	0.00020455035242885103
frege	0.021340998017848792
charteris	0.007425193380733668
berger	0.0012287497467795973
vasco	0.1273768714813254
principality	0.5268276304147868
sharma	0.004901524812326685
reckoning	0.02119782007806907
carl	0.003868637496771278
estado	0.17327148601784997
idit	0.11990095901040984
thurstone	1.4434249152087615
kit	0.012271463151658078
peru	0.043257653671144126
meir	0.4681483272156921
channel	0.005142885731033242
boomer	0.19365389976494682
parfit	0.0034218147542787983
equivalent	0.0016391067680850107
bethlehem	0.04563632098326865
international	0.0002727552181996607
caprica	0.44125414613775593
knight	0.0003068616682822258
jesse	0.00683617847594548
kuczynski	0.32817344600359316
sa	0.015721056521201912
easy	0.006524670167142403
bronx	0.07956315133567819
lott	0.03634704648808716
ocarina	0.045598462422297724
http	6.8172746690988e-05
architects	0.0046602979564263815
qasim	0.10289871985396618
spaceship	0.0032844232688231255
patrol	0.02497197340617784
italiana	0.11401152505352775
eureka	0.09659485318073749
varāhamihira	1.0097195584228718
lancelot	0.47389531426208986
westwood	0.1833951193401647
goat	0.043860526552135085
dryden	0.2448995941750289
team	0.0013313026573045113
kotz	0.06940777549319446
thorstein	0.058157527929766084
aromanians	0.06262271615749777
jen	0.10027171363919916
bowlby	0.025586123672177667
kotaku	0.19301554421360717
lismore	0.32326692683347064
concentration	0.0024952646014524695
porter	0.001981367390971508
label	0.0005456818458171826
epo	0.22072544155562865
gentlemen	0.13447244096525493
doomsday	0.030640556155982726
coaster	0.7097364764403967
leicester	0.02457504435184012
olaf	0.08641232274207183
tycho	0.06337139802473
tunnel	0.010941203340652857
airways	0.10177706863651612
nikolaus	0.5176388710247777
cong	0.06412137277653757
allies	0.0008870815032873488
conservative	0.0036623544900890996
saul	0.007876156180528825
pedro	0.1076328132855682
haavelmo	0.5280906159184976
monetary	0.028997780970997342
yanovskaya	0.26980070594416433
erb	0.15516497099586504
toulmin	0.04401137562690743
christen	0.13787686078007286
feizi	0.3299184789165451
xavier	0.06069784035361165
athlete	0.09877155849679088
friedan	0.11931738062245521
amanda	0.1943998357533391
waze	0.1588836035197481
calcutta	0.28853241707950733
iman	0.19879480692899026
gordon	0.0076332718716117486
wayfair	0.15912937030911667
tampa	0.08916578401199873
ieee	0.0002727552181996607
bnfl	0.010591811140067877
avi	0.07068935364755377
erik	0.06828948855074439
malleson	0.39241960053817254
öffentlichkeit	0.24772418596933285
douglass	0.08247940650925317
speedrunning	0.013781687690930779
belson	0.4595206613764188
metal	0.0033187670655990863
coleridge	0.0484851601785834
button	0.010906251468926435
collingridge	0.53481142238705
yellowstone	0.11900347061102677
forrest	0.21919832517958038
sato	1.0246111138242169
thiokol	0.5994095668911864
dc	0.0064900719212046985
bajjah	0.23553662707214468
pri	0.021269403147606957
tomtom	0.5133941895212382
edme	0.15755886080908602
māori	0.38923425711122345
medicaid	0.2166650038884227
γ	0.0007504894336275712
george	0.0003068616682822258
dickson	0.03416605076237278
running	0.006974698366092958
albicans	0.2796816684556657
vehicles	0.00013635619638021785
canning	0.019661631027518854
sivers	0.2677122912964213
hannu	0.8020415433255338
cilicia	0.2104232716627219
ancient	0.0007163481276940406
gorgon	0.9242520199592922
gans	0.688098191018697
rms	0.004453638670155612
empress	0.4948968892938659
luks	0.5409266907854199
dasa	0.824886907700017
wisher	0.110129143001282
bonaventure	0.11752665761571675
schaefer	0.07265912882171072
barney	0.1252797074053571
samos	0.008431830923305638
alabama	0.008084450900062814
industry	0.0008870815032873488
asea	0.03779475796964196
ihes	0.1031579743529017
sandford	0.14144977340046735
rupert	0.03115291171777885
achaea	0.1071963363825943
veterinary	0.007147910382070404
honorific	0.00700933524308251
seleucus	0.008431830923305638
gregorio	0.6404500811000856
learning	3.408503568071274e-05
agatha	0.5031776094180602
revenge	0.030896658380945432
falcom	1.0536992102306952
invincible	0.0484851601785834
boyle	0.0008187800984279099
lemnos	0.03553251269417176
shadow	0.014521152264923875
università	0.07980883933878159
winslet	0.6540654432334828
honeywell	0.023422400113742727
warrior	0.002015608293098609
msbr	0.28189380992537405
heng	0.027869695461866132
alma	0.02245223042957251
riyoko	0.07492129475743724
chaldean	0.03753455670595713
tertullian	0.3989466434872593
corbusier	0.07772490829721175
sandberg	0.12156621788582606
bohr	0.01625148179810956
galaxies	0.024286596366539452
animation	0.010906251468926435
youth	0.02674453257944965
yoneya	0.11931738062245521
communist	0.0005798097372262339
finn	0.9288569085027523
krzysztof	0.2354193927666945
avatar	0.006282540307553466
parable	0.14696047519832503
dhabi	0.0898778453368084
rules	0.00020455035242885103
burning	0.000682209505509041
bioenergy	0.188836297142147
kenneth	0.0032844232688231255
berdyaev	0.5507484407422036
wendy	0.18952126280002887
used	3.408503568071274e-05
kon	0.07739892255707742
heidelberg	0.0020840981973412795
maas	0.0763411556145522
templars	0.045598462422297724
wooden	0.036606537031706
stephenson	0.02234456745784328
census	0.004625847912232494
harrow	0.6887635216458019
boeing	0.0064900719212046985
blohm	0.006282540307553466
135	0.049133503323569666
slm	0.04909533868697026
exor	0.26450436613421585
steffen	0.3214769050020985
di	0.004040614880677525
project	3.408503568071274e-05
abe	0.04571204800733211
babylon	0.0029411345924213305
xvi	0.0012971156630016084
israelis	0.5604256889882464
medicare	0.20640276267774854
greyfriars	0.6551425248744204
allison	0.1418275850657939
1998	0.006524670167142403
helena	0.06337139802473
sporting	0.02892491276916476
grossberg	0.03071371281107076
magma	0.012973239957674647
elm	0.0454849065367238
tivoli	0.07899041926824911
macao	0.18443621892036846
clebsch	0.10885728751261252
olbermann	0.0763411556145522
gagnan	0.152735752882999
tereshkova	0.0015364811565082006
oslo	0.01519127828866685
belarus	0.012446801069136459
eliphas	0.09821567516734198
versions	0.002803895064686367
eng	0.02295501083358505
richards	0.053390762432286874
summers	0.0600711526807942
era	0.0008870815032873488
alive	0.0027352915605702976
club	0.013113731501771933
possible	3.408503568071274e-05
garbo	0.12215282800823421
betti	0.8661885076058311
0	0.001433879790065811
ministers	0.022919078637982378
reinhold	0.1004434903573105
velorum	0.6497836319673944
follett	0.08157368254822914
nicolae	0.05081607628348641
pococke	0.36243394227685705
lemon	0.040143611388870314
napoleon	0.0022211104177074083
initiatives	0.0007846334237315082
perens	0.06183602183514154
mikhail	0.06900805665972805
scottish	0.0010920501920144237
linn	0.7026323588261079
blackberry	0.03887439848752808
owl	0.008640392388128599
margulis	0.15981825814295944
common	0.0002727552181996607
tad	0.07764338891979676
dai	0.05932813371101321
football	0.0022211104177074083
anthropological	0.003181408170833976
drones	0.0021183472003087106
bow	0.03801791177188144
macs	0.06629968170740272
platner	0.3785918805051108
cramer	0.22368177095271102
agent	0.0006480735666505912
invisible	0.004419205014486124
empirical	0.0005456818458171826
winfield	0.13243327840944497
ponce	0.019162646750497333
blanqui	0.38823319370547554
shumway	0.21840859606904048
pap	0.0521975921032761
sight	0.025694593343116613
member	0.0005798097372262339
david	0.0020840981973412795
confederation	0.06511015896456634
massimo	0.10091622696338005
bion	0.0703285273782744
concurrent	0.024502914392879528
sejong	0.08649550498364068
peaches	0.23965989332609353
mat	0.010521966417835692
romany	0.0600711526807942
mesenchymal	0.07278001803109341
cowper	0.019554657551407572
burma	0.015756398058585815
palpatine	0.44125414613775593
levin	0.1076764851124343
traditional	0.00044331425974435004
milford	0.04314470811585367
robotic	0.0022553702277597334
northern	0.004075018531181
biofuels	0.06030605459686256
wallachia	0.05757340614446266
radiance	0.2556339426635755
1988	0.004315920425176185
cms	0.019447710418036484
eckhard	0.025224753638094836
hillman	0.08388288766459973
greene	0.0454849065367238
blainey	0.15356016340272202
sagan	0.017846655748834865
cody	0.2053077180181585
cave	0.0055914836227919625
tourism	0.022847223164307037
cma	0.0011603945909128203
the	0.0
cedar	0.05605835610005565
olver	0.34959138128934264
archytas	0.35043074539159924
piedmont	0.4710627289834225
catalina	0.16006455457212249
eth	0.07012819780144715
rumbaugh	0.24621945685712837
compaq	0.18836272220733932
omicron	0.6497836319673944
kodak	0.10907630737801556
shinji	0.12098039904060653
payne	0.03783194230819828
theodosius	0.08950072626857236
sergeevich	0.6452423446986312
jaan	0.0034218147542787983
tomasz	0.33512230595892095
abel	0.09455610761457907
todorov	0.011500816183683354
claude	0.0027352915605702976
nvidia	0.058586383775103
ironman	0.2274057092531289
giorgio	0.1159658091043296
sontag	0.02195003141873973
air	3.408503568071274e-05
wikiproject	0.0023581658766446646
1010	0.07825515755441746
laboratory	3.408503568071274e-05
beth	0.015261878058293704
strauss	0.02162749558371211
hscs	0.0767883580225143
asu	0.03991936294228554
louvois	0.592286520773532
plantinga	0.009371147267480062
kronecker	0.07403118091856051
tutankhamun	0.2648805415426664
mcphail	0.49510998767002723
vestiges	0.07338496935039357
radcliffe	0.019697294709074786
fitzroy	0.04303179192630997
binford	0.36000661621788194
wolf	0.013078604354755323
khwarizmi	0.08190281820771375
ac	0.008084450900062814
mexica	0.14777398501609135
constituent	0.02576692151080867
hook	0.04401137562690743
baltic	0.02717973376683582
slotin	0.04453976039241098
mendenhall	0.9265483609704328
mawangdui	0.16741891604766662
tournament	0.009719558422871862
mandelbrot	0.012061151049774042
jean	0.0006480735666505912
65	0.01262220980446797
lviv	0.02717973376683582
urbana	0.008501340283553793
chastel	0.8383006895868496
parekh	0.06622027874861067
einar	0.2847077522225029
klein	0.008918630233412914
bolaño	0.3324759536019904
scotty	0.4714662546634671
lie	0.010417220391222764
redesdale	0.11498756781820586
čapek	0.001981367390971508
genomics	0.020768569257946776
itself	0.00044331425974435004
ad	0.0007163481276940406
vito	0.047951956327808
swammerdam	0.03298770313250781
hoffmeyer	0.1159658091043296
chongzhi	0.9729779112149781
joslyn	0.04593930833795139
deficit	0.018201935940362495
90	0.003593615255709522
novel	0.0003068616682822258
mellon	0.0035248868995123735
uru	0.06451661714482915
grave	0.018735401775653172
beal	0.02012548747918538
samantha	0.5133941895212382
feynman	0.016995167234450718
brien	0.036643619769371284
veuve	0.0912634237251066
steenbeck	0.688098191018697
huw	0.006144240972922963
grateful	0.06653797772539956
iranians	0.024286596366539452
extractive	0.08326314563596242
tustin	0.2260269954542635
operations	0.001023716546699489
encyclopedia	0.0013313026573045113
terminator	0.045182235921177843
127	0.03835285761625116
nam	0.06069784035361165
karlie	0.10506391768755773
ti	0.00811917640137288
sydney	0.004625847912232494
marić	0.003044092706278952
genoa	0.1721047770192883
miliband	0.34959138128934264
nafis	0.2591480203880385
mbe	0.09868599165937425
ono	0.16646777796290516
hergé	0.2570484837546239
pavia	0.2910566197058357
caxton	0.0568346445932829
dwarf	0.0015364811565082006
daniel	3.408503568071274e-05
4000	0.0773581915388152
jennifer	0.03276711844212954
debian	0.06183602183514154
german	0.0012287497467795973
syriac	0.34248403581264864
bordeaux	0.06693542854649807
teragrid	0.4776669365654796
quickoffice	0.0773581915388152
sosa	1.3184861786004614
gorbachev	0.7384412174592927
buckminsterfullerenes	0.036643619769371284
angelo	0.04574991647157573
putre	0.42973421601806594
nida	0.2732399235101264
morpheus	0.06590281200793663
tjalling	0.5280906159184976
harold	0.0025981170547226154
giordano	0.1483491460959454
enemy	0.003593615255709522
yamato	0.13535595699952271
archaeologist	0.01568571785956853
bombardment	0.13484422866642246
teixeira	0.08227339422802987
sulfur	0.000682209505509041
grime	0.17449227243490922
miranda	0.15356016340272202
chuck	0.036866182713379464
coolidge	0.20634794481943616
zander	0.010382310662342294
grillet	0.10160476374161434
alejandro	0.10091622696338005
fermi	0.0034218147542787983
mcpherson	0.3510422125561842
zimmermann	0.06622027874861067
shuttleworth	0.21208638761615672
sterling	0.09638203674980995
voyage	0.004453638670155612
lazy	0.03891167538398483
live	0.001810203363255105
callaghan	0.11730333551386407
kenney	0.758884626295384
netbeans	0.06944776761826565
prairie	0.06274084331228655
panini	0.004901524812326685
welchman	0.1217015191430302
hilary	0.007876156180528825
influenza	0.019625970274376278
uefa	0.13266451981946764
schulberg	0.08996169406414742
constantin	0.0600711526807942
hayden	0.0741524527065417
squares	0.00325008218772327
wagon	0.052659075701364626
abdomen	0.03553251269417176
bahrain	0.07101033997547197
schaeffer	0.6593221867948992
hathaway	0.02457504435184012
klebanov	0.11543194980919659
soranus	0.03553251269417176
9th	0.014732659321979232
er	0.013570643150338057
hanover	0.017917688539621814
kun	0.11321457298217202
théodore	0.16040960440280636
banham	1.6836336738761917
tex	0.0021868533100656
scotland	0.008814270150752023
pete	0.030896658380945432
portola	0.1965917618389093
cycorp	0.034571847292294816
echinocactus	0.06789079717793257
mythbusters	0.1411194575945376
torch	0.04033057358638647
bruxelles	0.015756398058585815
venter	0.020768569257946776
animated	0.01157081851811975
race	0.01167584318073387
taniguchi	0.1756143492307823
halévy	0.4964976816772347
jung	0.03505191436764268
atlases	0.025224753638094836
estate	0.006870804306691623
epfl	0.013570643150338057
shirley	0.13447244096525493
biological	0.0003068616682822258
marino	0.18846791646288646
designer	0.009928739360641481
horney	0.025586123672177667
oceania	0.051007690882625405
katyn	0.9361512432589999
for	0.0
yorkshire	0.019554657551407572
clearinghouse	0.033098037506282416
daryl	0.04160405551523791
20	0.0015364811565082006
galleries	0.10680388188155372
emergency	0.011430825130847989
wojciech	0.10632469638723675
random	0.0011603945909128203
barrington	0.22763592101675065
davy	0.09206319086715548
aba	0.3174938290995559
cvs	0.017491665961288882
przewalski	0.7252073527781919
mersenne	0.06337139802473
padova	0.07980883933878159
ferry	0.006282540307553466
aron	0.10027171363919916
heretic	0.03723737460085074
szybalski	0.6722683098716169
kumar	0.12337370975467221
riverside	0.003937420278337877
gasson	0.019697294709074786
shooter	0.016463833435574737
vu	0.41336077818669126
candolle	0.06175743072347152
sukhoi	0.03195926511018779
estuary	0.012552037808531879
rushd	0.021018914006783896
moldova	0.05081607628348641
eupalinos	0.08583049272713923
developmental	0.001023716546699489
donahue	1.4150415207175089
highrise	0.10780752694855142
dallas	0.013113731501771933
eddie	0.12655503558907805
ann	0.013359701116609637
foucault	0.0012287497467795973
wilden	0.41806549615122296
enterprise	0.0020840981973412795
spaniards	0.17500194797973767
busan	0.691100238561546
maggie	0.18595026024164002
mariner	0.0015364811565082006
instant	0.000682209505509041
chierchia	0.5192132183590468
krsto	0.2437031898869848
leland	0.11004130914884322
collodi	0.32005018071666075
nevar	1.0224522304295725
legendre	0.08691165534310175
kobe	0.0033874628078972113
cmri	0.09787394643374427
xcor	0.010382310662342294
tractor	0.006593874928965651
lucasfilm	0.014380204764488928
indiana	0.040854496333826006
esteban	0.1610511394623352
hartree	0.06649825264127368
bangalore	0.010138021100408923
nebuchadnezzar	0.03753455670595713
wigner	0.009649853827279835
medvedev	0.6345331710232345
xiu	0.025224753638094836
environmental	0.0016391067680850107
romance	0.003044092706278952
н	0.8504479133488126
cells	0.00013635619638021785
kershaw	0.11592129575607119
thermosolar	0.42535565863316027
tecmo	0.363455904602856
floyd	0.0032844232688231255
piñata	0.02892491276916476
per	0.00017045193589939058
igf	0.06479350238334616
perrin	0.3306476504812282
connecticut	0.019661631027518854
lunar	0.005695072050689964
sheen	0.36392839184645326
reader	0.0007846334237315082
efsa	0.09088510009501374
tonsley	0.23859588017998273
winston	0.007425193380733668
independence	0.0020498518950798545
debra	0.14315252022866273
boehm	0.038129531686456886
vlax	0.35265142200561345
osi	0.0016733206950655577
schelsky	0.05726219546693676
celebrity	0.001810203363255105
kill	0.003593615255709522
münsterberg	0.5399802573258089
tt	0.07048885759953356
peace	0.0008870815032873488
reuters	0.050012216892203004
outer	0.00017045193589939058
hawking	0.0034218147542787983
maddox	0.17571650011491857
milner	0.8009625502688944
wimmer	0.034202925691870896
catholics	0.009336321520145442
spiru	0.06262271615749777
frank	0.00010226313345075328
crimean	0.1432473133059578
held	0.0006480735666505912
pollock	0.006766935095393269
rydstrom	0.4460823198053929
sickle	0.059875498092674805
allegra	0.06187532272489315
shanghai	0.013113731501771933
boas	0.003181408170833976
rawls	0.21520801458260574
rey	0.03287739678253413
presidential	0.010591811140067877
bowles	0.028560755040379825
windows	0.0050739117799785535
category	0.0009553936515844624
luftwaffe	0.1576078533616681
lauri	1.651919260698985
resolution	0.00047743410749755106
mouse	0.00683617847594548
dick	0.011710857046347434
stanley	0.00010226313345075328
muppet	0.10328765966175463
napier	0.10160476374161434
kai	0.15196126407871824
cousteau	0.06824960293911665
morale	0.11498756781820586
shv	0.6247994535682055
quaid	0.34959138128934264
tatras	0.007737348514336168
moscow	0.002975451251749571
from	3.408503568071274e-05
mysterious	0.009545317906230361
scheele	0.05020347707140872
leibowitz	0.14595765061508384
wöhler	0.005936874512559551
belfast	0.5636583567994418
moriarty	0.396986712154645
sylvester	0.013640979935964886
insulin	0.011640832137794757
evgeny	0.2081605975366023
mage	0.002015608293098609
adult	0.0024952646014524695
back	0.001023716546699489
polytechnic	0.003044092706278952
ban	0.0032157438218699545
hurt	0.02130519910739669
hogan	0.4523147131780807
ping	0.07137173339812253
a320	0.34428764933512535
gleason	0.053390762432286874
leibovitz	1.1353559569995226
rebellion	0.0020840981973412795
luhmann	0.0033874628078972113
randal	0.027216020225636496
104	0.0064900719212046985
bison	0.05227447199051935
nextera	0.7878011042109235
eighth	0.022919078637982378
shoshoni	0.2053077180181585
haute	0.2171142934481142
parc	0.03991936294228554
planeta	0.030896658380945432
dunbar	0.009580160417533411
djibouti	0.21147583868807923
clifton	0.18595026024164002
stratofortress	0.12637261639836572
psychologie	0.05928906264068834
egg	0.008953422501158534
of	0.0
hampton	0.05358351663273627
noble	0.008431830923305638
shapiro	0.019519005580620124
buddhas	0.3919991392003609
manifesto	0.0005798097372262339
robertson	0.009371147267480062
dini	0.24072651968763073
waters	0.012552037808531879
voegelin	0.48813237024364453
fap	0.16427310725322317
brazile	1.6738738365870354
diet	0.0024952646014524695
carlsen	0.009719558422871862
products	0.00013635619638021785
tiger	0.001399684720412773
associazione	0.11401152505352775
orphans	0.14820528439908423
hawk	0.001365492342966967
hermann	0.019519005580620124
vazirani	0.622078391029043
collège	0.02245223042957251
keller	0.12066528512439037
mainland	0.0008870815032873488
orava	0.47899991559912225
accel	0.07764338891979676
buridan	0.0006480735666505912
armitage	0.515734804482259
dead	0.0034905267996563896
irrational	0.0058677743561841855
disney	0.014380204764488928
deutsch	0.019447710418036484
iraq	0.03287739678253413
tyson	0.14391144481131177
thayer	0.08728653191528032
lomonosov	0.43573476664167954
jodorowsky	0.10091622696338005
greider	0.1453856459464173
nicol	0.2428676636231402
wigmore	0.2329647545218176
bickerton	0.3773711512785334
lao	0.13577509277138575
brittany	0.12098039904060653
agency	0.0009895537555783278
goldberg	0.007286529751872653
fuller	0.0032844232688231255
netherlands	0.0010920501920144237
stross	0.012306525072470185
1879	0.015509067671286713
tarski	0.004935996732168834
li	0.008084450900062814
fields	0.0005456818458171826
annie	0.08945884435698163
cámara	0.37899955394338514
kawaye	0.2686603259053736
salazar	0.9191292209328173
ibero	0.6496314881641558
make	0.0003068616682822258
zinc	0.004247077676057858
bad	0.009057816031224086
deus	0.1986332290210423
network	0.00047743410749755106
kapital	0.2016593070829682
still	0.0011945708240135087
breaking	0.0032844232688231255
gall	0.1453856459464173
debye	0.03302447814264058
newman	0.006905432898337957
provenge	0.2264286683868171
epsilon	0.0016048955362815988
rowing	0.04567418284475497
lutley	0.31869912024822017
mccosh	0.12125067878083295
tajik	0.2591480203880385
playing	0.0008870815032873488
tihanyi	0.17286531859810866
kathryn	0.07536703674207006
rama	0.10251012805619279
isaacs	0.39673171979078564
fodor	0.022847223164307037
nhs	0.08878928248698512
poor	0.0008870815032873488
mauna	0.06956776609434197
gudrun	0.4109834887207442
strasburger	0.13040364569748258
levitt	0.34361041618443994
carmine	0.154726707760026
kingsford	0.28569366520415396
brecht	0.004798125466914591
breen	0.2982440870639154
tyndall	0.14050667969239325
serco	0.10536790863775479
chrysippus	0.03958320723106
armistice	0.14372158929707365
cutler	0.29480344482334986
birdlife	0.10602003521591902
madera	1.6803559641149557
cincinnati	0.024358690404205505
steps	0.0005115566360480088
shippey	0.10251012805619279
vidal	0.2747130866487641
architecture	0.00034097079705712425
rossi	0.33394415811696293
edrisi	0.6134558251618569
kingsbury	0.16298145032655764
genesis	0.00811917640137288
greenberg	0.01706606088167033
londa	0.31877012400574006
kiev	0.151671186489016
telomerase	0.08297423506476391
pilger	0.054935196783621146
matthew	3.408503568071274e-05
fairbairn	0.025586123672177667
database	0.0002727552181996607
lafayette	0.02656332738555653
mecklenburg	0.3674090948502379
snoop	0.5722285782505372
indonesia	0.054935196783621146
intelligence	0.0005798097372262339
meng	0.020589839891292695
guards	0.023710274501217984
bellow	1.6690749537052665
bednorz	0.08524944115473741
newts	0.2437031898869848
talking	0.02602016499945573
newspapers	0.0010578820253705097
kubrick	0.018095321362214905
ehrlich	0.01561504916168207
disk	0.00811917640137288
former	0.0017075373176479829
katharine	0.27780370534524335
ferrel	0.08649550498364068
jones	0.00718256107677933
figure	0.0014680775523499504
chen	0.054973878100226796
pape	0.9027492836859291
vladimir	0.009719558422871862
cbs	0.0233504613224729
ostwald	0.0026666988917231063
naked	0.013078604354755323
therese	0.9622228004919275
anatolian	0.6189488397854562
unleashed	0.1255981885231153
atkinson	0.048523271229628274
dyson	0.01625148179810956
art	0.0008529294581391132
masatake	0.8976032333570612
immortalist	0.1911590153569106
wargames	0.0022211104177074083
entertain	0.019804303329033036
shimizu	0.014697400991787084
awards	0.003937420278337877
tisdale	0.35326602600969537
bilson	0.0809572246989427
hand	0.00047743410749755106
7	0.0017417566362571118
ve	0.0014680775523499504
msl	0.04066730850199686
cesar	0.003971815754687639
litchfield	0.22757835663441398
boscombe	0.2796167757425224
hanna	0.17997709122658734
garros	0.13745569267022342
dunne	0.0298001391604097
gibbs	0.010312499621860345
tyre	0.00017045193589939058
partout	0.152735752882999
idf	0.06809009711346789
goldsmith	0.06749247147643034
mavrocordato	0.04370972985551478
