	0.0
abadi	0.375991793520716
cambridge	0.0003068616682822258
month	0.0016391067680850107
getty	0.11498756781820586
logan	0.01258712238922741
dulles	0.15682463496742158
anthropologist	0.06408186811631089
dods	0.7343545839684168
kripke	0.007876156180528825
granulocyte	0.5681744579644055
liberman	0.7817792338965549
guerrero	0.06673665766934826
maybach	0.3080393309070637
lanark	0.021699149515883153
mocha	0.015756398058585815
naples	0.09244254260061009
sylvestre	0.14801354290285565
gop	0.5675444063786319
hugh	0.028560755040379825
three	3.408503568071274e-05
elector	0.012306525072470185
atwood	0.09821567516734198
illich	0.1684223695483897
quebec	0.015756398058585815
maillet	0.02446685390530093
order	0.00020455035242885103
mccollum	0.1004434903573105
cyc	0.034571847292294816
athabasca	0.8750442218769771
detective	0.030896658380945432
1997	0.0025295460461483023
can	0.00010226313345075328
ascalon	0.47787174415329003
golub	0.3868189589163671
hitzig	0.6094158473601168
ge	0.015544391961184026
pareto	0.043069427394239766
market	0.0010578820253705097
hawaii	0.0008870815032873488
pausanias	0.010976158025520563
triplet	0.017775634574203406
logik	0.09498005774772131
saumarez	0.20100908440594417
lovecraft	0.31019223032489773
gas	3.408503568071274e-05
winifred	0.1363345704421944
neckarau	0.015509067671286713
cadet	0.08198514111231119
underground	0.00017045193589939058
astrophysicist	0.0023924365006043175
bristol	0.013113731501771933
india	0.004006213955323643
reston	0.20410634939065067
demikhov	0.21840859606904048
jvc	0.6112222259888789
later	0.00010226313345075328
transilvania	0.35088926503500373
ensor	0.25747991235369133
prior	0.0006480735666505912
optronics	0.01536779923647082
ramsay	0.02446685390530093
scroll	0.028451567237943443
dassault	0.27018149902590644
pt	0.015155982707201296
1802	0.022919078637982378
błasik	0.3911594357641667
clausewitz	0.26287802741534777
jun	0.431479664196446
tzu	0.10027171363919916
fai	0.25526568841717256
streleski	0.2700545308969789
roegen	0.6674870379256347
unite	0.009510478190042792
groening	0.030896658380945432
agnese	0.24424116398882678
ships	0.004453638670155612
scissors	0.187049939387097
schulze	0.4465585721635738
brand	0.0005456818458171826
lublin	0.02717973376683582
słowiński	0.20645758745619702
zahrawi	0.10289871985396618
astronaut	0.10083023656969187
electronic	0.0010578820253705097
kasich	0.11757133581974805
eric	0.016357644637970868
yi	0.036161790979624756
द	0.020089788619118136
vaughn	0.034941082548257583
strategic	0.004315920425176185
beaker	0.10328765966175463
scholarship	0.010626737713885651
assyrian	0.0287063814922107
freddy	0.0698879242230345
claudia	0.05242827260546125
dorothea	0.5280906159184976
defiance	0.06333196152237341
kung	0.10070128289469982
perls	0.14036539210824747
poldhu	0.009754414916481978
cadmus	0.3919991392003609
china	0.001023716546699489
aabar	0.22488140132678638
colter	0.18537534719048457
rnn	0.05315957026185341
nausicaä	0.07719530565527305
san	0.012973239957674647
popperian	0.054394019789103645
dutchman	0.2590242368666352
rights	0.0020498518950798545
aec	0.29085680627608446
akkadian	0.03753455670595713
marburg	0.4581481720294677
sakamoto	0.016463833435574737
grammars	0.033576477304234825
tatars	0.06262271615749777
languages	0.001981367390971508
prentice	0.5948266527358457
olav	0.17807262644665278
schilder	0.020304025809306524
ahab	0.33320943542116777
groupware	0.35334291270227525
pride	0.006282540307553466
ball	0.004453638670155612
agriculture	0.006559271169582993
excellence	0.0046602979564263815
sherratt	0.08508356910768973
piscataway	0.04658385917365241
oak	0.03891167538398483
luria	0.040629880615396144
zacharias	0.2590242368666352
vassar	0.043785121658829404
göttingen	0.17910102967857386
bujold	0.08641232274207183
nfl	0.05262059999973121
subir	1.332915894023103
tigh	0.5900262964182208
brentano	0.11048065615839449
la	0.015756398058585815
vaccine	0.021484223176011664
bignon	0.592286520773532
generation	0.0011603945909128203
nairn	0.5188753774381569
hepatitis	0.06793064984893125
giraud	0.10091622696338005
živković	0.2437031898869848
varèse	0.5306276594058355
kahle	0.025622277219079205
liszt	0.9027492836859291
wuppertal	0.6127565906171459
de	0.0005798097372262339
buddha	0.0033874628078972113
münster	0.05726219546693676
paulin	0.2802661396223293
bargh	0.31962307579919863
dracula	0.08112152791925224
native	0.006559271169582993
sigrid	0.07443555197375513
bartol	0.2437031898869848
atargatis	0.2134771992893511
lepore	0.15658016860470228
georgia	0.02515251570015321
ascension	0.022703547873309
tube	0.00044331425974435004
wolvercote	0.2805911860276707
california	0.0020840981973412795
sodium	0.00037508260494518444
transcendental	0.0005456818458171826
neurosis	0.02983664523212485
obama	0.026237348442173167
dean	0.001981367390971508
chaplin	0.003937420278337877
crow	0.0008870815032873488
dana	0.0036279835129113154
garmin	0.5133941895212382
dartmouth	6.8172746690988e-05
wilhelmine	0.4394690500266429
retinal	0.04412454682804385
holstein	0.11985604051402572
phillips	0.002872509407494855
greatbatch	0.0763411556145522
soddy	0.5419938996056246
color	0.001399684720412773
nancey	1.0548578444845649
ranch	0.0704487694948387
steinitz	0.10458664711642762
stirling	0.007980291052602694
weierstrass	0.0869532923194918
kath	1.0517749958205673
austrians	0.17500194797973767
vac	0.0357174999107964
sallie	0.2146489330405354
schmuck	0.8101105154938314
conduct	0.0009895537555783278
copernican	0.03642117082380273
giulio	0.13956562952591592
covey	0.5048092750138915
punjabi	2.096637428984105
harwell	0.054857844484564856
myhill	0.15785289906128172
lauren	0.20744561880679796
suriname	0.3250643571034284
becky	0.02385428328373726
havel	0.15458071824151196
uprising	0.010138021100408923
berlioz	0.5768351627924052
boom	3.408503568071274e-05
dorion	0.08202630841713396
gillian	0.0298001391604097
dimitri	0.6019918292809099
littlewood	0.012061151049774042
financier	0.4094058279193304
rachael	0.1271027533477331
birkeland	0.003868637496771278
stine	0.12714842768987997
honneth	0.019519005580620124
physicist	0.0008187800984279099
odra	0.47899991559912225
villanova	0.3548835119833146
keysers	0.18194176009051866
draper	0.06317425131386656
coele	0.39250374167607077
jaguar	0.2686603259053736
pink	0.022416339806693334
scarlet	0.003044092706278952
schwartz	0.05769016766738762
slcd	0.01536779923647082
days	0.0003068616682822258
florea	0.13266451981946764
egas	0.9966725770131881
epson	0.058274446622598564
rating	0.0046602979564263815
ormerod	0.15947367763484888
division	0.0017075373176479829
stone	0.006178811677968364
herophilus	0.027724349248359856
clarium	0.020375461697600315
yuuzhan	0.23058186814792153
alenia	0.12228831217152393
ancc	0.16308067227853215
spongiform	0.2872097588867664
saunders	0.02385428328373726
tracy	0.10126035890048561
emir	0.6019918292809099
tachikawa	1.2215761655924051
paperback	0.1081134450868181
effect	3.408503568071274e-05
dagestan	0.9338036998030144
selman	0.33394415811696293
pinolite	0.24406176523299397
edge	0.00017045193589939058
babylonia	0.03753455670595713
barbour	0.10294191819108872
nussbaum	1.2181832226950657
valparaíso	0.022847223164307037
ballroom	0.180803237202792
structures	0.0005456818458171826
villiers	0.034202925691870896
ito	0.07492129475743724
thurston	0.07739892255707742
blair	0.05656278575379322
seattle	0.03115291171777885
sakamura	0.06254398256737946
roa	0.37957094043184403
hungerford	0.45366886188023076
hew	0.2634403018716673
obi	0.4864575762398079
jerre	0.20525303819663163
saitama	0.3052082415018883
hd	0.01536779923647082
apologetics	0.009371147267480062
vermont	0.03115291171777885
babylonians	0.024286596366539452
apostles	0.39241960053817254
elantra	0.02544153957366268
genemark	0.6470531651757598
hasan	0.03287739678253413
irvin	0.14036539210824747
2002	0.0034218147542787983
geissler	0.04871387666692223
digne	0.09299108076095132
darwin	0.001775978651317854
beuys	0.029435247119196782
lorentz	0.003834250190691921
2005	0.002426709829107619
selfridges	0.5942906520730498
kip	0.11846586647977778
teige	0.07772490829721175
shu	0.03276711844212954
slim	0.02457504435184012
adwords	0.07630052367534458
koerner	0.35891483565606963
natives	0.006559271169582993
tiedemann	0.0971060385053602
steinway	0.9027492836859291
amherst	0.004970471388420564
flores	0.022236931169489448
manchurian	0.10684747042797495
finder	0.06499138568831583
1993	0.00020455035242885103
shaped	0.004281497686529956
expedition	0.007563901296924956
kaj	0.7832251621636221
elena	0.4352702308375185
connect	0.0026324066194558598
medicines	0.0009895537555783278
quarantine	0.045598462422297724
euphrates	0.025224753638094836
yeltsin	0.32629087277740587
matzinger	0.29179005648120143
hornblower	0.6693932347615813
mihail	1.0898778453368083
swi	0.05400787725285928
component	0.001502278007689337
ekert	0.5257970036062254
tayloe	0.21119859994141368
ranald	0.4062675964100038
vorbis	0.1036769481034497
francophone	0.10091622696338005
liège	0.10523760074602262
taihang	0.14400640370135948
thiel	0.01561504916168207
athletics	0.03181254400004121
arlis	0.2700545308969789
phantasy	0.11272826567824712
thaliana	0.02812416844226227
mensa	0.10584603902693165
04	0.004729206244060608
macready	0.05532216507252467
pythagoras	0.016782555701857486
य	0.020089788619118136
fontaine	0.07508332982392027
industrie	0.28628628910584986
mohr	0.10977791412495837
korolyov	0.5004717160421354
zoran	0.019519005580620124
vpl	0.3045892453820346
radó	0.36031905830466954
travels	0.01600386938062432
monthly	0.001810203363255105
august	0.001810203363255105
den	0.0020840981973412795
geach	0.021340998017848792
hilton	0.11592129575607119
seven	0.0
quine	0.0034218147542787983
clairmont	0.04370972985551478
joão	0.2686603259053736
tudor	0.05350640468617298
masuria	0.007737348514336168
lightning	0.03716311083837442
reboot	0.10070128289469982
g3	0.08116261343859635
pontypool	0.019661631027518854
sdf	0.41583993792474033
icrf	0.21264217791712442
soho	0.021699149515883153
robocop	0.030896658380945432
complexity	0.002803895064686367
vernor	0.0025295460461483023
barco	0.22402418449100342
pan	0.00517737681487015
lockley	0.32005018071666075
aristotelian	0.0006480735666505912
bayer	0.022703547873309
jaspers	0.004970471388420564
discworld	0.35681697827845427
nikolaos	0.2352436006242808
gamer	0.07213566408217481
pat	0.03118953168338954
pliny	0.000682209505509041
teutonic	0.15123643306445247
picard	0.06641881337236677
furnham	0.16382556037247292
medalist	0.33512230595892095
navarra	0.033098037506282416
12	0.0017075373176479829
budrys	0.13215595114465506
millar	0.3140383542471473
cantonese	0.05512863782815513
gale	0.04066730850199686
yseop	0.6624443748062534
dewey	0.00023865144638868891
galouye	0.07764338891979676
barber	0.15996601923831283
am	0.0014680775523499504
amazonian	0.022739462240243147
contrat	1.008675162371887
stones	0.019091410060121366
indie	0.02892491276916476
nicholson	0.11498756781820586
erin	0.040143611388870314
madison	0.003937420278337877
quate	0.17884370047634043
bulgakov	1.5405715364939332
romero	0.2428676636231402
dad	0.12879591136717808
pitt	0.19413328294198665
versailles	0.0008870815032873488
navigant	0.07439509792110575
burbank	0.019376426957572267
s1	0.01717242305581797
delft	0.0006480735666505912
philodemus	0.02710716994345842
hela	0.00718256107677933
nassau	0.022919078637982378
wilks	0.08520796720332326
neon	0.013078604354755323
idrisi	0.24424116398882678
mccarthy	0.005487919897035167
sometimes	0.0012287497467795973
cloyne	0.12820026552134126
tanya	0.12206252870820969
mansur	0.1323870448987925
jakobson	0.21733911264915037
player	0.002015608293098609
enemies	0.0054534041424449215
garsington	0.3189832049562424
marios	0.3466284580862789
1928	0.0026666988917231063
naval	0.0025638301970958718
youlan	2.0188777700712746
renewable	0.010556887374868455
astounding	0.08641232274207183
accenture	0.07016825632491815
report	0.0
crosby	0.03151925039989993
gran	0.1842277992489883
sdsa	0.3489819519917892
chardin	0.30748547209531185
currie	0.11614390813569711
gates	0.002838200881039984
noftsker	0.17169969877431798
sombart	0.004970471388420564
larsen	0.8830415544443027
condensed	0.015155982707201296
heilig	0.08132699439510209
bin	0.09033921379981692
laureate	0.003937420278337877
sergio	0.04450199729670408
models	0.0014680775523499504
roche	0.0009895537555783278
laryce	0.2747130866487641
dot	0.006663090720315186
vaughan	0.019554657551407572
muscles	0.027724349248359856
nurse	0.00700933524308251
pica	0.04700143180325533
yuen	0.18794219980033322
ias	0.045787788238061726
terence	0.06105074997865899
powerpc	0.1842277992489883
casino	0.022847223164307037
škoda	0.07048885759953356
manga	0.016463833435574737
madhava	0.3017122051694902
fan	0.00566053982931417
midlands	0.0010920501920144237
burden	0.00860562518786161
espen	0.2989219309379091
hayes	0.020732817499794998
mikhailov	0.15741191630357207
artsimovich	0.002975451251749571
haley	0.0529670040892739
nia	0.9704232304255626
landes	0.4607990112781841
antwerp	0.13661457978903377
1909	0.005142885731033242
graphics	0.006144240972922963
lapicque	0.05769016766738762
naylor	0.362119975531281
harpers	0.15804903521992908
accord	0.01880658008965388
ride	0.002803895064686367
cape	0.02245223042957251
urdu	0.2551430063593219
iaa	1.1481094030692096
magicians	0.019376426957572267
punic	0.1071963363825943
rapoport	0.1005294042016863
levine	0.0809572246989427
freightliner	0.0058332284004802785
vilhjálmur	0.396986712154645
sanskrit	0.004901524812326685
dušan	0.2437031898869848
keown	1.0750428153892715
cornell	0.015085400148634845
sam	0.013887248432443752
sovereign	0.0020498518950798545
zakarīya	0.10289871985396618
netanyahu	0.03276711844212954
narrative	0.0007846334237315082
abram	0.12609913119921276
otlet	0.07508332982392027
vid	0.08380020427893284
windelband	0.1867878583448648
vp	0.03516277447849429
infections	0.0024952646014524695
caleb	0.05404647606032399
léon	0.1839153571622007
lotze	0.06713429044012473
langley	0.15575001079951895
ader	0.8098904524124046
moss	0.12120562047484214
tōhoku	0.522152234398335
nye	0.019305155195386624
vila	0.7973138971341409
betty	0.023098769352575033
kimmel	0.06333196152237341
cleopatra	0.09821567516734198
irena	0.1602123995035599
julien	0.15809808310319348
vi	0.007425193380733668
munich	0.0033874628078972113
cyanide	0.032326284891942614
diablo	0.033539655524408324
chrono	0.06451661714482915
scp	0.22936641001865682
infrastructure	0.0008870815032873488
paula	0.25747991235369133
meleager	0.2104232716627219
helmholtz	0.023314496394962546
aberystwyth	0.11498756781820586
chicago	0.0020840981973412795
daughters	0.0072518707612390316
kea	0.06956776609434197
politique	0.8397122655269488
arenas	0.02497197340617784
cylons	0.001981367390971508
buffalo	0.011150973662829753
huanghua	0.18355112526242054
ccp	0.0009212362342949334
weiss	0.02012548747918538
bijker	0.40844451566427836
ripley	0.3548835119833146
circle	0.009440807141220345
rush	0.008362332686334977
gellish	0.0989855493766578
doppelganger	0.01752715188539272
nordhaus	0.019768630859350704
farm	0.002803895064686367
philippine	0.0887056597887575
object	0.001262931359634449
browser	0.008640392388128599
brink	0.4147757074998444
assad	0.10780752694855142
dcs	0.7850913146349686
shirakawa	0.13247951684248335
pilipino	0.1138785981080724
interbrand	0.08524944115473741
stand	0.01258712238922741
allerton	0.3329158940231029
hippolyte	0.06713429044012473
lords	0.07423331938248583
ghana	0.08326314563596242
woolgar	0.009649853827279835
szostak	0.1453856459464173
villa	0.007425193380733668
strangelove	0.27651327360723127
steinman	1.0185219368011402
haberlandt	0.13787686078007286
lesbos	0.008015008226121598
asher	0.1986332290210423
xxiii	0.12605356707160412
kantianism	0.05660161231337417
seventh	0.006282540307553466
mediaroom	0.26312783730541256
spiritual	0.0025295460461483023
ritter	0.10057236749814549
takeo	0.1941865804178961
brunfels	0.06175743072347152
ponta	0.0736271860225413
psychiatrist	0.005246367201338167
ashkenazi	0.2769644886939528
mdd	0.028415177403249312
aborigines	0.07145208390379167
giuliani	0.8814821470887815
cns	0.028378790617429036
celluloid	0.05227447199051935
target	0.00010226313345075328
ackermann	0.15996601923831283
raw	0.00694006425132498
morland	0.059953749350887035
boys	0.04722936803062013
vox	2.196752581867373
buckminster	0.0032844232688231255
botvinnik	0.010626737713885651
niccolò	0.025911613993207606
schutz	0.48813237024364453
myeloid	0.051007690882625405
guangxi	0.1387673370167382
sen	0.03634704648808716
roses	0.19376038363992024
liftport	0.16646777796290516
ultra	0.009684704726620752
wojtyła	0.6357101215590087
offray	0.15809808310319348
spencer	0.008918630233412914
physique	0.15317201056097232
docomo	0.14253686904168153
snow	0.007563901296924956
electrica	0.35088926503500373
candy	0.17104225139813828
bioscrypt	0.9742609091404055
eckart	0.8336282993671906
weiland	0.4307438834496724
sparkler	0.1394246477094195
novotný	0.2437031898869848
known	0.00020455035242885103
oxygen	3.408503568071274e-05
ryberg	0.3109587350246227
esp	0.0025981170547226154
junior	0.011430825130847989
sum	0.001433879790065811
chisholm	0.44087772619488147
crossref	0.12884176413414283
keefe	0.03727451124475754
adulyadej	0.01125589683190944
bachus	0.39673171979078564
nasir	0.3224067955434308
seife	0.11627753035568462
winslow	0.08157368254822914
diffie	0.04616668765304236
security	0.0
compilation	0.019447710418036484
pelosi	0.036866182713379464
antonin	0.013113731501771933
prussian	0.06900805665972805
nwc	0.20014363241815133
capablanca	0.010626737713885651
nintendo	0.00811917640137288
swift	0.01685341464831965
computing	0.00040919709236722626
kesarovski	0.21003612596712934
tetsuya	0.18773209119347592
monde	0.9622228004919275
virtue	0.01178089324741898
marilyn	0.02667204142890527
underwood	0.1004434903573105
pike	0.06297719405657067
ku	0.06483307183186367
inquirer	0.019376426957572267
abū	0.03287739678253413
mercer	0.06769158866019588
gaming	0.008501340283553793
snipes	0.06215052857969354
stalin	0.0005798097372262339
peafowl	0.6432891055422608
classification	0.009998488735544944
orange	0.013394851007924381
lutterell	0.4123025982148849
samoa	0.22925082931753457
ezequiel	0.6505451515065458
locke	0.02044690933811735
mystery	0.011605823917074955
grover	0.034904144892959676
leavitt	0.05150628485841527
robbins	0.09514975374749818
hawai	0.10789491014440018
interpretation	0.0006139403106968927
jarl	1.2365931623511968
angelic	0.26394071325574076
kalevi	0.1159658091043296
hawaiians	0.3357125805749721
revolutionary	0.0005798097372262339
martel	0.6788890269585149
olympics	0.03731165106450081
building	0.0003068616682822258
raphael	0.07646307424593445
mathey	0.025116401236542265
dating	0.008779489028569312
lummis	0.011710857046347434
fredrickson	0.8732585739145183
leopold	0.00010226313345075328
ramakrishnan	0.007286529751872653
league	0.0008870815032873488
bear	0.0005115566360480088
typewriter	0.00811917640137288
2001	0.0007846334237315082
colombia	0.14935751452064722
acetyl	0.06030605459686256
dorado	0.40040099453461886
subcontinent	0.0007163481276940406
schopenhauer	0.00307841750233739
hu	0.04269321939955783
daley	0.2915232088648778
fitzgerald	0.020375461697600315
winter	0.009336321520145442
cato	0.02710716994345842
chevreul	0.6318966365600872
thornton	0.08157368254822914
pandora	0.009545317906230361
cerda	0.13326632434626617
joel	0.04749544491726983
beeckman	0.06337139802473
vs	0.002769591958005739
dukaj	1.5405715364939332
buffon	0.02446685390530093
severe	0.00044331425974435004
peptide	0.0003068616682822258
rosa	0.12201738609791973
cooney	0.5147301387374393
berlusconi	0.81386875029444
trivers	0.00020455035242885103
hodgson	0.05792378493063426
jános	0.2182958947626073
fuels	0.00044331425974435004
xv	0.2238529439754498
ganilau	0.002872509407494855
tolkien	0.11605484949047505
singhal	0.07310255386612101
hochreiter	0.05315957026185341
cam	0.0012971156630016084
mb	0.02392630558604224
cain	1.24850871036314
ukrainian	0.021842492856371888
bertalanffy	0.041791647622989564
mosteller	0.04978281580478284
levi	0.009371147267480062
dynasty	0.013113731501771933
shin	0.1372686378673303
fear	0.003799865607173383
instrumentation	0.023422400113742727
neanderthal	0.02137679987944964
rhode	0.03973257764763249
carlyle	0.23530219009916267
warlock	0.40505327112382494
eduard	0.003044092706278952
hornsby	0.2038337739207708
picolisp	0.09591420736500918
golf	0.02457504435184012
schalcken	0.059953749350887035
series	0.0
symbian	0.0050739117799785535
strachey	0.2255111041064454
maine	0.04571204800733211
salem	0.03438734731844928
klaus	0.019519005580620124
viola	0.17997709122658734
lichfield	0.2317426184898537
sheep	0.04077961151910419
mann	0.003971815754687639
intellij	1.1887836521960975
dnc	0.6088615467336218
voit	0.4046204050639656
snowy	0.09659485318073749
choking	1.4212904699945104
depp	0.1839153571622007
cox	0.019804303329033036
polytechnique	0.010417220391222764
miami	0.009197046450595145
habert	1.6223640171372689
elders	0.021734980915755212
hancock	0.6464487190351776
kazakhstan	0.07504281538927145
lüneburg	0.05123774005295727
garber	0.21225305003530595
gene	0.0003068616682822258
harary	0.16139697434476152
buenaventura	0.7414376552669133
regina	0.031006462725697015
philanthropy	0.014380204764488928
hajime	0.022416339806693334
cecil	0.12815448043016997
nikitin	0.5662870387316612
informatics	0.009649853827279835
chalcedon	0.032546645733153995
datapoint	0.06396337569179245
gilligan	0.509300694476849
steele	0.10419654275992904
kaleidoscope	0.3123558553606256
locomotive	0.0017075373176479829
progressive	0.0008870815032873488
mechanical	0.0008870815032873488
ally	0.009510478190042792
univ	0.06812996807809564
ink	0.0010578820253705097
freedman	0.1758186750317299
networks	0.0016733206950655577
islamic	0.0007163481276940406
antonelli	0.05617471095189786
house	0.0012971156630016084
vinod	0.050126962891876216
siegelmann	0.2462795460280168
communicator	0.12673753143456343
asa	0.0012287497467795973
taiwanese	0.06992796058922125
register	0.008362332686334977
yoichiro	0.11162504280713234
unmanned	0.005695072050689964
alexandra	0.01125589683190944
rubens	0.18925768660579823
cromwell	0.15922771598025776
millikan	0.003937420278337877
crown	0.007425193380733668
holger	0.3776150227768853
combe	0.14567155410809499
ghc	0.22660092771950582
altman	0.04314470811585367
russ	0.06215052857969354
studio	0.003937420278337877
mutual	0.005349873334555878
merril	0.08641232274207183
risen	0.0024952646014524695
machines	0.00034097079705712425
taymiyya	0.028196902403561593
marelli	0.442763096995713
haidt	0.04985926937102253
margaret	0.007425193380733668
dyer	0.041454040148667465
4	0.00017045193589939058
ceres	0.0015364811565082006
republicans	0.011710857046347434
indole	1.1481094030692096
fielding	0.041791647622989564
radford	0.13160182732861514
علی	0.1082446188553169
rota	0.030896658380945432
album	0.004798125466914591
innovation	0.0003068616682822258
leucippus	0.0590937599967965
researchcyc	0.04126659378126049
appert	0.019661631027518854
brenner	0.5714655423613046
twitter	0.015791742472188494
hersh	0.08832955677394773
messerschmitt	0.006282540307553466
ludendorff	0.634239431085149
marten	0.21191978912991075
symons	0.15244515770193054
compton	0.0014680775523499504
universidad	0.033098037506282416
structure	0.00047743410749755106
stillman	0.10419654275992904
karel	0.001981367390971508
uzbekistan	0.03287739678253413
jüdischen	0.01427452415029101
romney	0.25747991235369133
houghton	0.2602016072326076
katsuhiro	0.07137173339812253
amis	0.21286469334758634
lauder	0.028560755040379825
deepmind	0.04077961151910419
standing	0.0017075373176479829
well	0.00044331425974435004
geth	0.7176698213288341
fer	0.14815734108812276
astro	0.010382310662342294
prolog	0.020732817499794998
general	3.408503568071274e-05
sf	0.028961345341804987
dershowitz	0.2816329723908646
muḥammad	0.026925813411026667
uranus	0.0015364811565082006
reapers	0.05443265293256225
pontin	0.5518400906221426
htc	0.01536779923647082
pko	0.20241913266376912
khwārizmī	0.11503198556121598
merchant	0.0010920501920144237
upon	0.00047743410749755106
darcy	0.10977791412495837
engelbart	0.0025981170547226154
multiplicity	0.1275139954571749
round	0.0022211104177074083
bragg	0.05185180092854068
lower	0.001023716546699489
chris	0.0025638301970958718
sartre	0.03155590126973926
bova	0.3063798689985371
honorable	0.036717794745111484
stratasys	0.04909533868697026
resnicoff	0.10126035890048561
horii	0.12098039904060653
chrome	0.04435097774136044
clayton	0.21208638761615672
predator	0.023494350823301546
haldeman	0.14595765061508384
lymphoid	0.04688750853536911
foot	0.00013635619638021785
famous	0.0005456818458171826
southwest	0.05706780198000498
mamaia	0.13909586800699
cockshott	0.04258042052045874
lock	0.009998488735544944
malaysian	0.007147910382070404
mongolian	0.5291267066251829
trakhtenbrot	0.15785289906128172
dee	0.09578670494732867
ned	0.08678676835966656
chastain	0.14906917027065933
wald	0.24179577213231399
mir	0.14315252022866273
klingon	0.03690328762876825
chauvin	0.07056904491178188
jaffa	0.07801034667876736
sadao	0.0032844232688231255
mismatch	0.0003068616682822258
sacagawea	0.18537534719048457
haack	0.008327587737966232
adsense	0.07630052367534458
emmy	0.03276711844212954
kurosawa	0.019091410060121366
mckenzie	0.8134249132789035
wolframalpha	0.07772490829721175
jastrzębowski	0.10632469638723675
عبد	0.03287739678253413
helen	0.004970471388420564
gregory	0.003971815754687639
whittier	0.2844452196578189
lelia	0.031739202028761064
italy	0.015756398058585815
fi	0.0029411345924213305
mcmurtry	0.23629942241311136
posner	0.07504281538927145
began	0.00010226313345075328
chihuahua	0.13470477097769837
hulk	0.08112152791925224
midway	0.02446685390530093
pygmalion	0.07764338891979676
jewish	0.009371147267480062
ansel	0.01213124376811595
worldbank	0.7050451121534467
consultant	0.019590312449166106
częstochowa	0.22734817537453864
daodejing	0.7821918652643212
jiddu	0.2677122912964213
oswald	0.009649853827279835
shyamji	1.0090230153996174
turing	0.004419205014486124
basil	0.001981367390971508
falcon	0.007563901296924956
bus	0.00013635619638021785
colonial	0.0005798097372262339
barnes	0.009649853827279835
yoruba	0.22442400846523122
capitol	0.008362332686334977
skrenta	0.04389823390895528
caroline	0.09244254260061009
easton	0.02234456745784328
roebuck	0.16576826990249244
citibank	0.007772046271866953
marissa	0.20525303819663163
ciprian	1.0898778453368083
rebekka	0.6286957917185938
jma	0.9182812652806104
hope	0.005695072050689964
marine	0.00010226313345075328
son	0.002872509407494855
jutra	0.019091410060121366
segal	0.4016023631621267
1970	0.0020840981973412795
premier	0.0005115566360480088
stars	0.004281497686529956
innata	0.29567788611075485
mst	0.057339977231611994
austria	0.0020498518950798545
wilhelm	0.0026666988917231063
ray	6.8172746690988e-05
marsh	0.02925291600190292
zalta	0.14291562801643815
gustav	0.009405975807689013
herpen	0.05035654588325084
console	0.02299094600235347
careers	0.012096195994873033
constituency	0.03516277447849429
broca	0.040629880615396144
valen	0.013043480048706512
znamya	0.44304660988701533
schweitzer	0.0717736346686175
adrienne	0.2689134850392709
devices	0.0003068616682822258
leach	0.05788483999208842
vindobonensis	0.16506988671194767
andres	0.06673665766934826
abrahamson	0.23419033944052314
pokémon	0.02776068124168032
chomskyan	0.2713258856746443
ndr	0.7099112076766717
brethren	0.07225640764865476
occidental	0.006732317544707104
bell	0.0020840981973412795
distributors	0.039321932557430696
frederick	0.021770815272135452
kolodner	0.3876503038905622
worthy	0.03483027900590295
toledo	0.3658234980473274
dilip	0.008849054058656103
stage	0.0014680775523499504
mays	0.04070473961444435
dīnawarī	0.03298770313250781
olding	0.17725165364659404
farmer	0.03820396090376047
lipatti	1.0898778453368083
mamoru	0.45678000646350014
family	0.002872509407494855
moravec	0.009301498565237352
denmark	0.01125589683190944
kickstarter	0.001570686999230854
waller	0.013113731501771933
maker	0.0058332284004802785
seminary	0.022919078637982378
radio	0.0016733206950655577
manning	0.033760633047104936
brothers	0.01399283483806211
2	0.00010226313345075328
supporting	0.004178245837907116
galen	0.021018914006783896
nicator	0.4868756696361445
guido	0.06622027874861067
armenia	0.1259169033639982
torres	0.022847223164307037
chronic	0.023962321216688853
recurring	0.012061151049774042
palmer	0.06876840183056009
graf	0.8098904524124046
fleisch	0.3106101560815146
heraclitus	0.04051761630511527
melvil	0.10689106334965802
nuremberg	0.057106673717055134
j	0.00017045193589939058
preachers	0.49885623563541764
visa	0.18106173044410173
torpedo	0.009615005724400352
appian	0.474403082917972
viktor	0.009719558422871862
holberg	0.019519005580620124
patron	0.010801412728066513
east	0.0007163481276940406
territorial	0.0010920501920144237
cerf	0.07028845406965054
miletians	0.5091905932005835
francesca	0.33394415811696293
farrar	0.0529670040892739
ángel	1.2153758794878342
dirty	0.018913369438637518
colton	0.6250868754727422
simonson	0.5096311658804196
gnetales	0.3345328325302434
under	0.00044331425974435004
antigonus	0.009510478190042792
mini	0.01816639483948719
alienation	0.06900805665972805
deighton	0.6034938711180282
connie	0.17235814292222343
murrow	0.25747991235369133
arm	0.005936874512559551
mermaid	0.07492129475743724
ivory	0.015756398058585815
booth	0.046432114070115826
arkwright	0.11538749114284222
ivan	0.023170666460909588
matsyendranath	1.2032347093952933
yagi	0.11215424004796067
biodme	0.863442169450824
babbage	0.0325833834129884
sprague	0.10126035890048561
syringae	0.36836323909760016
isri	0.4805430694739412
cormac	0.14595765061508384
riders	0.0032157438218699545
damgård	0.05699006894204857
puppets	0.04715337599509762
ullmann	0.1694281469360898
bequest	0.14424389180368663
muzyka	0.3577481084873497
ley	0.010382310662342294
cannae	0.033760633047104936
