	0.0
italian	0.005142885731033242
buchanan	0.025477681085929443
engineered	0.0003068616682822258
economic	0.00023865144638868891
kinect	0.06238655819523319
explosion	0.0035248868995123735
emerita	0.3262186288311521
snijders	0.08487631809831474
manuscript	0.0020840981973412795
pht	2.0638449155877976
consciousness	0.0025981170547226154
auschwitz	0.032326284891942614
autonomous	0.0022553702277597334
juan	0.019162646750497333
impact	0.00010226313345075328
burner	0.054857844484564856
jung	0.03505191436764268
southampton	0.019697294709074786
pfister	0.08021862846326307
an	3.408503568071274e-05
only	0.00020455035242885103
gesture	0.013359701116609637
rete	0.06976783726474044
1st	0.012446801069136459
semester	0.018770989474440114
kinetic	0.0017075373176479829
glasgow	0.10758914584981648
cayuga	0.07739892255707742
bel	0.03148260262283051
superhuman	0.01402803601189317
humanoid	0.001981367390971508
teach	0.014485911101119568
endgame	0.011885968730467959
corps	0.03214273623027668
fairs	0.2970941749845315
non	0.00017045193589939058
omni	0.007286529751872653
en	0.015933148898151932
athena	0.0024609858625813026
red	0.003799865607173383
dunkelberg	0.07358680719475867
moderne	0.01427452415029101
ivy	0.014063240039140916
grover	0.034904144892959676
gpus	0.015650382073217915
zero	0.0011603945909128203
roman	0.000682209505509041
hastelloy	0.054857844484564856
longitudinal	0.03442424104330718
optique	0.28628628910584986
have	0.00017045193589939058
plaza	0.013113731501771933
forrest	0.21919832517958038
carrington	0.28853241707950733
laniakea	0.006178811677968364
chamber	0.007113262451787285
intersorority	0.591487450664199
histories	0.008431830923305638
matlab	0.02378227292344905
anfänge	0.8232956673051979
close	0.0005798097372262339
contributors	0.006420883697081347
geometrico	0.5033948109639245
cypher	0.06590281200793663
kettering	0.3103314942292186
duncan	0.04814231113335526
pop	0.014380204764488928
iris	0.021269403147606957
brunauer	0.21717048733858568
coursera	0.014485911101119568
locomotion	0.013605810119214594
provided	0.0005798097372262339
freiherr	0.2857594723839
schulz	0.02360229924307183
dream	0.004798125466914591
androids	0.04077961151910419
rubylith	0.13220216005908955
carlos	0.02457504435184012
sat	0.003937420278337877
maurice	0.040629880615396144
contact	0.0005798097372262339
veltman	0.19739645816307796
person	0.0005798097372262339
experiment	0.00020455035242885103
informatics	0.009649853827279835
barros	0.05516733637858422
motta	0.10091622696338005
foreign	0.0020498518950798545
complete	0.0002727552181996607
forbearance	0.0568346445932829
socialist	0.0008870815032873488
dvorsky	0.1777645797507468
raspberry	0.014485911101119568
pendulum	0.0006480735666505912
play	0.0010578820253705097
oled	0.01167584318073387
germ	0.02012548747918538
painted	0.008431830923305638
warsaw	0.012446801069136459
petrowski	0.0787043362227259
chapter	0.0014680775523499504
canfly	0.8835626036752539
claudia	0.05242827260546125
openai	0.03104307034420423
reptile	0.09975679076662143
null	0.00047743410749755106
verbex	0.2448995941750289
freedoms	0.0020498518950798545
artists	0.001570686999230854
cyber	0.0
be	3.408503568071274e-05
commodity	0.013394851007924381
walton	0.05350640468617298
gateway	0.014626892917616001
north	0.0008870815032873488
robbins	0.09514975374749818
disk	0.00811917640137288
especially	0.0003068616682822258
fung	0.058118562025841224
priori	0.0005456818458171826
aids	0.017349751253089244
grown	0.0010920501920144237
zbigniew	0.2354193927666945
versus	0.0019471291882730802
koslow	0.2732399235101264
hopper	0.006282540307553466
museum	0.00044331425974435004
gsf	0.2732399235101264
yudkowsky	0.0025638301970958718
joanne	0.20706111724834605
reboot	0.10070128289469982
nutrition	0.001399684720412773
angel	0.030896658380945432
super	0.004281497686529956
patrum	0.02826964854810403
echo	0.05772909515201042
lmbc	0.0771545937281841
player	0.002015608293098609
boghossian	0.08745324764934426
also	0.00020455035242885103
biotechnology	0.0012287497467795973
kennedy	0.03284063422426076
novelists	0.02717973376683582
director	0.0
insignia	0.04890456579486106
pages	0.0006480735666505912
dowland	3.327086350362379
york	0.0017075373176479829
colored	0.008466584212797524
félix	0.24513927104750458
wallach	0.10667314248508096
großhans	0.4751149578867106
report	0.0
arab	0.005695072050689964
therapies	0.0012971156630016084
ubi	0.23965989332609353
peroxide	0.026201143658533065
procedure	0.005349873334555878
ronen	0.27799760124037715
mw	0.0022896327406490002
heavenly	0.012096195994873033
langley	0.15575001079951895
healing	0.0012971156630016084
fred	0.0008529294581391132
markov	0.013500317754361696
segars	0.5726105995171314
vienna	0.019376426957572267
perfect	0.00047743410749755106
health	0.0009895537555783278
springs	0.00017045193589939058
mcculloch	0.02515251570015321
revolution	3.408503568071274e-05
pathfinder	0.030896658380945432
akin	0.014697400991787084
cybernetics	0.0030097706228926226
psa	0.2170581068276977
canvin	0.6864393101556691
putin	0.010591811140067877
command	0.029690639353491914
maria	0.013113731501771933
metcalf	0.14282090730027133
grimm	0.3214769050020985
palmera	0.12550717008373719
log	0.0016048955362815988
burrough	0.037943514430045906
schulhofer	0.020304025809306524
academic	0.00040919709236722626
coandă	0.06262271615749777
double	0.004901524812326685
leg	0.025947794647363034
foundation	0.0002727552181996607
programme	0.0005456818458171826
link	0.0003068616682822258
biohacking	0.0003068616682822258
gödels	0.42201039470458773
mos	0.00811917640137288
physico	0.05901566352438623
fellow	3.408503568071274e-05
itunes	0.0010578820253705097
fujioka	0.09455610761457907
don	0.0046602979564263815
northwestern	0.024106413614129803
spanier	0.31877012400574006
hope	0.005695072050689964
protecting	0.03446113790258795
hubel	0.05769016766738762
veranzio	0.06749247147643034
archimedean	0.023458373978489214
lalwani	0.00718256107677933
individual	0.0002727552181996607
ferams	0.5946925905394105
reafferenzprinzip	0.7520910545320433
parties	0.0020498518950798545
krondor	0.12098039904060653
fitzhugh	0.4464632799016659
mazzoleni	0.6705090589662649
change	0.00010226313345075328
cleft	0.02137679987944964
loyd	0.06677640456745897
rizzo	0.7301229160537976
sparcit	0.23331456886364918
jay	0.013113731501771933
magellan	0.028961345341804987
cut	0.009197046450595145
theories	0.00023865144638868891
